Country,Indicator,Unit,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030
Belgium,Explicit Fossil Fuel Subsidies - Coal,USD at constant 2021 prices,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Belgium,Explicit Fossil Fuel Subsidies - Electricity,USD at constant 2021 prices,99018943.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Belgium,Explicit Fossil Fuel Subsidies - Natural Gas,USD at constant 2021 prices,0.0,0.0,0.0,0.0,0.0,0.0,901993610.1,4093923497.0,3666595526.0,2857990750.0,2175428742.0,1589982207.0,1358819342.0,1157428845.0,1049753490.0,944856634.1
Belgium,Explicit Fossil Fuel Subsidies - Petroleum,USD at constant 2021 prices,0.0,0.0,0.0,0.0,1190504.05,0.0,0.0,6659730.311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Belgium,Explicit Fossil Fuel Subsidies - Total,USD at constant 2021 prices,119812921.6,9.38e-07,0.0,0.0,1190504.05,0.0,901993610.1,4100583228.0,3666595526.0,2857990750.0,2175428742.0,1589982207.0,1358819342.0,1157428845.0,1049753490.0,944856634.1
Belgium,Fossil Fuel Subsidies - Total Implicit and Explicit,USD at constant 2021 prices,10690919350.0,6451528690.0,4937243411.0,3018470512.0,5553936611.0,4047156010.0,7728413708.0,13759522110.0,12331265330.0,11384941920.0,10903035600.0,10651840460.0,10735297940.0,10836750000.0,11062260360.0,11298527770.0
Belgium,Fossil Fuel Subsidies - Total Implicit and Explicit -  Natural Gas,USD at constant 2021 prices,506052077.6,376190903.4,774177155.4,898261867.1,452700664.0,361006219.4,3691173593.0,7658380633.0,7657193458.0,6802755979.0,6228577796.0,5730373257.0,5548046981.0,5375509591.0,5315609917.0,5259267713.0
Belgium,Fossil Fuel Subsidies - Total Implicit and Explicit - Coal,USD at constant 2021 prices,1193181441.0,1125210767.0,1147588426.0,1116904582.0,1030903686.0,655421073.9,626123858.8,360101602.6,403101252.5,423530472.6,446412688.7,466822072.4,487289885.3,507681257.4,528126476.4,548555257.8
Belgium,Fossil Fuel Subsidies - Total Implicit and Explicit - Electricity,USD at constant 2021 prices,99018943.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Belgium,Fossil Fuel Subsidies - Total Implicit and Explicit - Petroleum,USD at constant 2021 prices,9045807612.0,5076650775.0,3280978726.0,1303080522.0,4070332262.0,3030728716.0,3411116256.0,5741039875.0,4270970620.0,4158655466.0,4228045120.0,4454645135.0,4699961076.0,4953559147.0,5218523971.0,5490704802.0
Belgium,Implicit Fossil Fuel Subsidies - Accidents,USD at constant 2021 prices,574919853.9,321468799.0,207478240.4,79590083.31,256901844.4,239211252.3,213189611.7,327242307.9,240525135.9,231802711.6,230305026.8,236562908.4,243791834.7,250903575.7,258181823.4,265246947.8
Belgium,Implicit Fossil Fuel Subsidies - Coal,USD at constant 2021 prices,1193181441.0,1125210767.0,1147588426.0,1116904582.0,1030903686.0,655421073.9,626123858.8,360101602.6,403101252.5,423530472.6,446412688.7,466822072.4,487289885.3,507681257.4,528126476.4,548555257.8
Belgium,Implicit Fossil Fuel Subsidies - Congestion,USD at constant 2021 prices,3613262107.0,2020370356.0,1303961342.0,500208559.8,1614579307.0,1382291200.0,1521081380.0,2324117563.0,1731232152.0,1758975793.0,1812205063.0,1940058294.0,2076190596.0,2219313539.0,2371924709.0,2531423769.0
Belgium,Implicit Fossil Fuel Subsidies - Electricity,USD at constant 2021 prices,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Belgium,Implicit Fossil Fuel Subsidies - Foregone VAT,USD at constant 2021 prices,1033188705.0,615721023.7,598593652.9,463925344.0,658388031.6,469545744.9,1356580155.0,2012233470.0,1539267036.0,1435354136.0,1407540447.0,1403197599.0,1394766341.0,1381613660.0,1389313738.0,1398607125.0
Belgium,Implicit Fossil Fuel Subsidies - Global Warming,USD at constant 2021 prices,2134672262.0,1524888893.0,1377556367.0,1115426849.0,1453369463.0,1006323000.0,2565796943.0,3262607546.0,3699877171.0,3717251429.0,3892799472.0,4063432592.0,4205602277.0,4335194966.0,4466397630.0,4598620957.0
Belgium,Implicit Fossil Fuel Subsidies - Local Air Pollution,USD at constant 2021 prices,3122987484.0,1917594935.0,1416425229.0,846572964.0,1531417990.0,912957867.8,1137021308.0,1681263659.0,1412682686.0,1343413381.0,1344215635.0,1376175882.0,1411625298.0,1445656021.0,1477803806.0,1508583852.0
Belgium,Implicit Fossil Fuel Subsidies - Natural Gas,USD at constant 2021 prices,332117375.8,249667149.3,508676258.6,598485407.9,452700664.0,361006219.4,2789179983.0,3564457136.0,3990597931.0,3944765228.0,4053149054.0,4140391050.0,4189227639.0,4218080747.0,4265856427.0,4314411079.0
Belgium,Implicit Fossil Fuel Subsidies - Petroleum,USD at constant 2021 prices,9045807612.0,5076650775.0,3280978726.0,1303080522.0,4069141758.0,3030728716.0,3411116256.0,5734380144.0,4270970620.0,4158655466.0,4228045120.0,4454645135.0,4699961076.0,4953559147.0,5218523971.0,5490704802.0
Belgium,Implicit Fossil Fuel Subsidies - Road damage,USD at constant 2021 prices,92076017.38,51484683.51,33228579.5,12746712.16,38089471.85,36826945.55,32750700.99,51474336.54,41085621.64,40153717.2,40541219.44,42430982.4,44502253.88,46639390.06,48885167.98,51188487.06
Belgium,Implicit Fossil Fuel Subsidies - Total,USD at constant 2021 prices,10571106430.0,6451528690.0,4937243411.0,3018470512.0,5552746107.0,4047156010.0,6826420098.0,9658938883.0,8664669803.0,8526951167.0,8727606862.0,9061858257.0,9376478600.0,9679321151.0,10012506870.0,10353671140.0
Belize,Explicit Fossil Fuel Subsidies - Coal,USD at constant 2021 prices,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Belize,Explicit Fossil Fuel Subsidies - Electricity,USD at constant 2021 prices,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Belize,Explicit Fossil Fuel Subsidies - Natural Gas,USD at constant 2021 prices,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Belize,Explicit Fossil Fuel Subsidies - Petroleum,USD at constant 2021 prices,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Belize,Explicit Fossil Fuel Subsidies - Total,USD at constant 2021 prices,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Belize,Fossil Fuel Subsidies - Total Implicit and Explicit,USD at constant 2021 prices,3516311.712,4270075.363,4824792.391,5287668.891,6889436.016,4514095.642,8800101.31,14588383.19,10831458.0,7742636.965,7694616.902,7791266.392,8071289.021,8354299.2,8935809.216,9514358.988
Belize,Fossil Fuel Subsidies - Total Implicit and Explicit -  Natural Gas,USD at constant 2021 prices,0.0,0.0,0.0,0.0,157.548,161.565,165.618,169.659,167.265,171.21,175.129,179.172,183.269,187.363,191.452,195.54
Belize,Fossil Fuel Subsidies - Total Implicit and Explicit - Coal,USD at constant 2021 prices,0.0,0.0,0.0,0.0,284.406,291.135,296.178,296.671,299.962,307.393,314.714,322.017,329.462,336.892,344.346,351.805
Belize,Fossil Fuel Subsidies - Total Implicit and Explicit - Electricity,USD at constant 2021 prices,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Belize,Fossil Fuel Subsidies - Total Implicit and Explicit - Petroleum,USD at constant 2021 prices,3516311.712,4270075.363,4824792.391,5287668.891,6888994.062,4513642.942,8799639.514,14587916.86,10830990.77,7742158.362,7694127.059,7790765.202,8070776.29,8353774.945,8935273.418,9513811.644
Belize,Implicit Fossil Fuel Subsidies - Accidents,USD at constant 2021 prices,0.0,0.0,0.0,0.0,84898.651,5074.873,199890.511,239111.708,246478.406,122736.397,105896.106,95485.801,93908.764,92166.986,102972.675,112555.408
Belize,Implicit Fossil Fuel Subsidies - Coal,USD at constant 2021 prices,0.0,0.0,0.0,0.0,284.406,291.135,296.178,296.671,299.962,307.393,314.714,322.017,329.462,336.892,344.346,351.805
Belize,Implicit Fossil Fuel Subsidies - Congestion,USD at constant 2021 prices,0.0,0.0,0.0,0.0,302474.411,14092.183,848187.124,872503.95,891146.212,448822.148,391161.503,357186.519,349184.889,340964.678,379865.979,413484.695
Belize,Implicit Fossil Fuel Subsidies - Electricity,USD at constant 2021 prices,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Belize,Implicit Fossil Fuel Subsidies - Foregone VAT,USD at constant 2021 prices,1239282.174,1504937.194,1700440.602,1863575.911,1919117.866,1278329.275,1795279.532,3557106.501,1999336.187,1661590.654,1676161.814,1701107.954,1732808.415,1764570.385,1799120.613,1833721.488
Belize,Implicit Fossil Fuel Subsidies - Global Warming,USD at constant 2021 prices,2226408.307,2703665.67,3054893.519,3347971.087,3792851.333,3110684.043,4194061.954,7055794.571,5039436.769,4106722.087,4219272.457,4380909.287,4597500.492,4818496.261,5104470.692,5393125.384
Belize,Implicit Fossil Fuel Subsidies - Local Air Pollution,USD at constant 2021 prices,50621.23,61472.499,69458.27,76121.893,498645.693,84363.374,1026112.808,1865452.916,1558173.972,801217.571,738176.579,706150.335,728864.125,751219.948,863048.567,975446.486
Belize,Implicit Fossil Fuel Subsidies - Natural Gas,USD at constant 2021 prices,0.0,0.0,0.0,0.0,157.548,161.565,165.618,169.659,167.265,171.21,175.129,179.172,183.269,187.363,191.452,195.54
Belize,Implicit Fossil Fuel Subsidies - Petroleum,USD at constant 2021 prices,3516311.712,4270075.363,4824792.391,5287668.891,6888994.062,4513642.942,8799639.514,14587916.86,10830990.77,7742158.362,7694127.059,7790765.202,8070776.29,8353774.945,8935273.418,9513811.644
Belize,Implicit Fossil Fuel Subsidies - Road damage,USD at constant 2021 prices,0.0,0.0,0.0,0.0,291448.062,21551.895,736569.382,998413.539,1096886.455,601548.108,563948.443,550426.495,569022.335,586880.941,686330.69,786025.529
Belize,Implicit Fossil Fuel Subsidies - Total,USD at constant 2021 prices,3516311.712,4270075.363,4824792.391,5287668.891,6889436.016,4514095.642,8800101.31,14588383.19,10831458.0,7742636.965,7694616.902,7791266.392,8071289.021,8354299.2,8935809.216,9514358.988
Benin,Explicit Fossil Fuel Subsidies - Coal,USD at constant 2021 prices,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Benin,Explicit Fossil Fuel Subsidies - Electricity,USD at constant 2021 prices,52662230.88,49365631.03,53878711.66,79624468.3,71797337.44,65160637.97,68784776.62,70432897.31,74812225.86,78431257.14,82401729.83,88261506.59,96705375.48,103987820.5,111231354.3,118780205.4
Benin,Explicit Fossil Fuel Subsidies - Natural Gas,USD at constant 2021 prices,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Benin,Explicit Fossil Fuel Subsidies - Petroleum,USD at constant 2021 prices,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98555407.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Benin,Explicit Fossil Fuel Subsidies - Total,USD at constant 2021 prices,56870083.63,53292027.91,58176363.4,85998955.6,71797337.44,65160637.97,68784776.62,168988304.7,74812225.86,78431257.14,82401729.83,88261506.59,96705375.48,103987820.5,111231354.3,118780205.4
Benin,Fossil Fuel Subsidies - Total Implicit and Explicit,USD at constant 2021 prices,305037897.4,126656127.5,136583461.2,166405542.5,348702938.2,134214515.5,555889989.6,1336704451.0,744858024.1,548941917.2,568412245.2,615758774.4,686490426.0,762174103.7,844514702.2,934271602.0
Benin,Fossil Fuel Subsidies - Total Implicit and Explicit -  Natural Gas,USD at constant 2021 prices,2772450.914,194910.175,4133732.759,2062060.328,6683603.926,6829774.847,6142098.675,4912758.955,5110462.081,5514830.853,6408070.575,7209741.857,8163924.602,9062478.488,10000457.94,11008293.68
Benin,Fossil Fuel Subsidies - Total Implicit and Explicit - Coal,USD at constant 2021 prices,5563094.646,11084634.89,10916382.25,17917863.11,16034277.76,13375106.83,15963762.1,14153038.21,17871175.83,19442108.09,20965577.08,22384465.88,23807323.58,25296539.52,26870028.52,28526103.1
Benin,Fossil Fuel Subsidies - Total Implicit and Explicit - Electricity,USD at constant 2021 prices,52662230.88,49365631.03,53878711.66,79624468.3,71797337.44,65160637.97,68784776.62,70432897.31,74812225.86,78431257.14,82401729.83,88261506.59,96705375.48,103987820.5,111231354.3,118780205.4
Benin,Fossil Fuel Subsidies - Total Implicit and Explicit - Petroleum,USD at constant 2021 prices,239832760.0,62084589.06,63357716.1,60427029.27,254187719.1,48848995.86,464999352.2,1247205757.0,647064160.3,445553721.1,458636867.7,497903060.1,557813802.4,623827265.2,696412861.4,775956999.9
Benin,Implicit Fossil Fuel Subsidies - Accidents,USD at constant 2021 prices,58689086.63,11642532.04,11973855.14,11014845.99,60573226.38,12989756.23,111778676.1,240292170.9,152899824.6,109406425.2,111161533.5,119821428.7,136204437.0,154566226.4,175259266.0,198331108.6
Benin,Implicit Fossil Fuel Subsidies - Coal,USD at constant 2021 prices,5563094.646,11084634.89,10916382.25,17917863.11,16034277.76,13375106.83,15963762.1,14153038.21,17871175.83,19442108.09,20965577.08,22384465.88,23807323.58,25296539.52,26870028.52,28526103.1
Benin,Implicit Fossil Fuel Subsidies - Congestion,USD at constant 2021 prices,31594163.77,6267537.719,6445899.264,5929634.758,32608454.9,6646282.602,58810591.38,122436550.2,77371207.61,54472440.28,54626788.78,58141620.37,63241837.96,68693101.5,74570867.33,80790864.26
Benin,Implicit Fossil Fuel Subsidies - Electricity,USD at constant 2021 prices,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Benin,Implicit Fossil Fuel Subsidies - Foregone VAT,USD at constant 2021 prices,28223952.72,22235828.39,22626758.96,21864784.19,34974229.7,2580422.001,89347293.68,274815607.6,108128775.8,64669999.53,70486460.38,76630037.08,85589175.65,95304786.58,106111096.4,117775120.9
Benin,Implicit Fossil Fuel Subsidies - Global Warming,USD at constant 2021 prices,104673312.0,32254044.29,36370114.71,40633180.78,123991681.1,40177825.21,191513380.9,449469870.7,272201009.2,197415974.9,204979556.8,223856777.3,248988577.6,276189856.3,305207967.3,336572403.7
Benin,Implicit Fossil Fuel Subsidies - Local Air Pollution,USD at constant 2021 prices,10357277.29,964157.107,990469.745,964141.185,10445159.97,2307170.201,16076926.39,40844363.28,28303059.44,21034980.89,22005725.56,24977322.2,29784414.47,35424124.48,41939510.41,49507001.11
Benin,Implicit Fossil Fuel Subsidies - Natural Gas,USD at constant 2021 prices,2771959.104,194875.6,4132999.468,2061694.535,6683603.926,6829774.847,6142098.675,4912758.955,5110462.081,5514830.853,6408070.575,7209741.857,8163924.602,9062478.488,10000457.94,11008293.68
Benin,Implicit Fossil Fuel Subsidies - Petroleum,USD at constant 2021 prices,239832760.0,62084589.06,63357716.1,60427029.27,254187719.1,48848995.86,464999352.2,1148650349.0,647064160.3,445553721.1,458636867.7,497903060.1,557813802.4,623827265.2,696412861.4,775956999.9
Benin,Implicit Fossil Fuel Subsidies - Road damage,USD at constant 2021 prices,14630021.41,0.0,0.0,0.0,14312848.76,4352421.288,19578344.58,39857583.98,31141921.55,23510839.24,22750450.43,24070082.23,25976607.8,28008187.94,30194640.43,32514898.05
Benin,Implicit Fossil Fuel Subsidies - Total,USD at constant 2021 prices,248167813.8,73364099.55,78407097.82,80406586.91,276905600.8,69053877.53,487105213.0,1167716147.0,670045798.2,470510660.0,486010515.4,527497267.8,589785050.5,658186283.2,733283347.8,815491396.7
Bhutan,Explicit Fossil Fuel Subsidies - Coal,USD at constant 2021 prices,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bhutan,Explicit Fossil Fuel Subsidies - Electricity,USD at constant 2021 prices,51505629.45,34802452.52,1409916.727,12351133.7,19547793.09,7147937.973,12487170.23,13088423.25,13542435.12,14099178.89,14781279.0,15474922.48,16166495.34,16852554.35,17532176.91,18203890.57
Bhutan,Explicit Fossil Fuel Subsidies - Natural Gas,USD at constant 2021 prices,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bhutan,Explicit Fossil Fuel Subsidies - Petroleum,USD at constant 2021 prices,0.0,0.0,0.0,0.0,19044.15,8338.281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bhutan,Explicit Fossil Fuel Subsidies - Total,USD at constant 2021 prices,53490757.58,36902086.64,3367250.064,12620911.49,19566837.24,7156276.253,12487170.23,13088423.25,13542435.12,14099178.89,14781279.0,15474922.48,16166495.34,16852554.35,17532176.91,18203890.57
Bhutan,Fossil Fuel Subsidies - Total Implicit and Explicit,USD at constant 2021 prices,237238215.1,250738315.7,251640557.7,372009594.5,414974846.7,385224860.5,393343578.2,342972865.4,392677907.9,434227853.0,468793994.1,502811249.5,541652234.4,582765586.4,625752500.8,670437681.6
Bhutan,Fossil Fuel Subsidies - Total Implicit and Explicit -  Natural Gas,USD at constant 2021 prices,0.0,0.0,0.0,0.0,148.049,153.929,137.613,123.551,122.43,126.68,130.856,135.002,139.093,7.65e-11,147.255,151.327
Bhutan,Fossil Fuel Subsidies - Total Implicit and Explicit - Coal,USD at constant 2021 prices,13269172.61,20538487.23,25987881.77,31429316.01,32596957.41,30247073.73,32712052.77,27851386.89,35711589.39,39650834.39,42600404.56,45253923.64,47843085.47,49253935.39,53264113.83,56115195.06
Bhutan,Fossil Fuel Subsidies - Total Implicit and Explicit - Electricity,USD at constant 2021 prices,51505629.45,34802452.52,1409916.727,12351133.7,19547793.09,7147937.973,12487170.23,13088423.25,13542435.12,14099178.89,14781279.0,15474922.48,16166495.34,16852554.35,17532176.91,18203890.57
Bhutan,Fossil Fuel Subsidies - Total Implicit and Explicit - Petroleum,USD at constant 2021 prices,170478284.9,193297741.8,222285425.8,327959367.0,362829948.1,347829694.9,348144217.5,302032931.7,343423760.9,380477713.0,411412179.7,442082268.4,477642514.5,516659096.6,554956062.8,596118444.6
Bhutan,Implicit Fossil Fuel Subsidies - Accidents,USD at constant 2021 prices,88770095.31,100851308.9,116259978.4,173606413.8,191747332.6,188656799.4,182609606.4,162052798.1,179797468.8,195714333.1,209749726.9,223148486.4,239292401.7,257308865.2,274955545.9,294169733.6
Bhutan,Implicit Fossil Fuel Subsidies - Coal,USD at constant 2021 prices,13269172.61,20538487.23,25987881.77,31429316.01,32596957.41,30247073.73,32712052.77,27851386.89,35711589.39,39650834.39,42600404.56,45253923.64,47843085.47,49253935.39,53264113.83,56115195.06
Bhutan,Implicit Fossil Fuel Subsidies - Congestion,USD at constant 2021 prices,5494253.068,6241996.379,7195686.122,10745032.64,11867829.66,10450454.82,9774884.469,9481798.252,10442428.08,11361243.79,12208986.88,12833191.0,13489660.82,14225636.21,14888160.32,15604084.15
Bhutan,Implicit Fossil Fuel Subsidies - Electricity,USD at constant 2021 prices,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bhutan,Implicit Fossil Fuel Subsidies - Foregone VAT,USD at constant 2021 prices,21064899.89,23849084.87,27387599.2,42451182.91,47111781.34,41458419.88,45655706.91,41235499.86,44957768.87,48476126.91,51698642.5,54886682.04,58503488.72,59577499.46,66283549.06,70393636.64
Bhutan,Implicit Fossil Fuel Subsidies - Global Warming,USD at constant 2021 prices,29880395.94,39106767.52,47034188.46,58862956.68,63562901.44,59433045.14,63730721.85,52485684.96,65349664.15,73530791.76,79255171.96,84801859.63,90410112.36,97627530.29,101957090.9,107897041.7
Bhutan,Implicit Fossil Fuel Subsidies - Local Air Pollution,USD at constant 2021 prices,38537813.33,43787071.32,50395855.44,73723096.95,81118164.38,78069865.07,79085488.25,64628660.96,78588142.86,91046178.54,101100186.9,111666108.0,123790075.5,137173500.9,150135977.6,164169295.0
Bhutan,Implicit Fossil Fuel Subsidies - Natural Gas,USD at constant 2021 prices,0.0,0.0,0.0,0.0,148.049,153.929,137.613,123.551,122.43,126.68,130.856,135.002,139.093,7.65e-11,147.255,151.327
Bhutan,Implicit Fossil Fuel Subsidies - Petroleum,USD at constant 2021 prices,170478284.9,193297741.8,222285425.8,327959367.0,362810904.0,347821356.6,348144217.5,302032931.7,343423760.9,380477713.0,411412179.7,442082268.4,477642514.5,516659096.6,554956062.8,596118444.6
Bhutan,Implicit Fossil Fuel Subsidies - Road damage,USD at constant 2021 prices,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bhutan,Implicit Fossil Fuel Subsidies - Total,USD at constant 2021 prices,183747457.5,213836229.0,248273307.6,359388683.0,395408009.4,378068584.3,380856407.9,329884442.1,379135472.7,420128674.1,454012715.1,487336327.0,525485739.0,565913032.0,608220323.8,652233791.0
Bolivia,Explicit Fossil Fuel Subsidies - Coal,USD at constant 2021 prices,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bolivia,Explicit Fossil Fuel Subsidies - Electricity,USD at constant 2021 prices,0.0,0.0,0.0,112887640.6,132137731.6,137174121.0,144873124.1,138861873.2,141644561.9,141226143.9,140557776.3,142553639.2,147706034.7,150502755.1,153393947.0,156318645.8
Bolivia,Explicit Fossil Fuel Subsidies - Natural Gas,USD at constant 2021 prices,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bolivia,Explicit Fossil Fuel Subsidies - Petroleum,USD at constant 2021 prices,307692646.7,230061853.0,289257368.0,873637002.9,551290555.1,142940488.3,554521013.8,2026527377.0,1231495657.0,853338175.3,805902683.9,761925182.1,720231460.8,679716089.0,654418018.1,628975593.0
Bolivia,Explicit Fossil Fuel Subsidies - Total,USD at constant 2021 prices,307692646.7,230061853.0,289257368.0,1001200036.0,683428286.7,280114609.4,699394137.9,2165389250.0,1373140219.0,994564319.3,946460460.2,904478821.2,867937495.5,830218844.1,807811965.2,785294238.9
Bolivia,Fossil Fuel Subsidies - Total Implicit and Explicit,USD at constant 2021 prices,3222752196.0,3042728959.0,3727809422.0,5061320758.0,5097382118.0,3354156214.0,5165839263.0,7340664173.0,6654347645.0,6282177968.0,6372969478.0,6473509850.0,6612857901.0,6746485460.0,6899100932.0,7044541937.0
Bolivia,Fossil Fuel Subsidies - Total Implicit and Explicit -  Natural Gas,USD at constant 2021 prices,477624962.8,558331293.8,589871570.0,620306221.9,601250030.0,502859683.4,604230790.6,569350664.5,680172609.8,671506649.9,688663942.8,712597486.6,744649869.8,776402581.4,807869596.0,838914185.9
Bolivia,Fossil Fuel Subsidies - Total Implicit and Explicit - Coal,USD at constant 2021 prices,1939645.395,2005032.482,3312782.195,2842000.087,3372921.176,2652317.564,3287777.547,3015389.106,3748505.947,4014291.153,4254592.016,4450544.141,4658221.21,4860981.157,5060259.623,5253755.016
Bolivia,Fossil Fuel Subsidies - Total Implicit and Explicit - Electricity,USD at constant 2021 prices,0.0,0.0,0.0,112887640.6,132137731.6,137174121.0,144873124.1,138861873.2,141644561.9,141226143.9,140557776.3,142553639.2,147706034.7,150502755.1,153393947.0,156318645.8
Bolivia,Fossil Fuel Subsidies - Total Implicit and Explicit - Petroleum,USD at constant 2021 prices,2832772363.0,2585834472.0,3246884785.0,4429669101.0,4360621435.0,2711470092.0,4413447570.0,6629436246.0,5828781967.0,5465430883.0,5539493167.0,5613908180.0,5715843776.0,5814719142.0,5932777130.0,6044055350.0
Bolivia,Implicit Fossil Fuel Subsidies - Accidents,USD at constant 2021 prices,415792773.5,387384909.4,491476467.5,601306276.6,639952800.6,474057844.3,628723092.8,651621642.6,670402659.0,686125969.1,699488265.7,711297448.7,732860243.8,754108627.5,776242621.8,797730047.0
Bolivia,Implicit Fossil Fuel Subsidies - Coal,USD at constant 2021 prices,1939645.395,2005032.482,3312782.195,2842000.087,3372921.176,2652317.564,3287777.547,3015389.106,3748505.947,4014291.153,4254592.016,4450544.141,4658221.21,4860981.157,5060259.623,5253755.016
Bolivia,Implicit Fossil Fuel Subsidies - Congestion,USD at constant 2021 prices,578211358.7,538706704.5,683458910.6,836190865.5,889933644.6,565166679.8,930452920.8,941922167.1,968576049.4,995252291.1,1018613950.0,1041940117.0,1064666213.0,1086637954.0,1109750567.0,1131583631.0
Bolivia,Implicit Fossil Fuel Subsidies - Electricity,USD at constant 2021 prices,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bolivia,Implicit Fossil Fuel Subsidies - Foregone VAT,USD at constant 2021 prices,271360839.2,258395941.5,317602196.6,383843196.0,404050365.5,223017892.3,454846844.0,617742434.3,561071168.7,524610022.4,524423742.4,524676574.7,526546958.5,528418785.0,533245013.2,537585938.8
Bolivia,Implicit Fossil Fuel Subsidies - Global Warming,USD at constant 2021 prices,896821590.5,930831554.8,1064291429.0,1197985207.0,1346003530.0,1033110139.0,1366910848.0,1570964692.0,1677574534.0,1663649257.0,1711066756.0,1765498800.0,1827331142.0,1887945036.0,1948911394.0,2008323725.0
Bolivia,Implicit Fossil Fuel Subsidies - Local Air Pollution,USD at constant 2021 prices,698939040.0,647382072.9,819485868.7,965749502.1,1054025795.0,707683606.6,1002568671.0,1305417251.0,1311687515.0,1323116453.0,1375007647.0,1424543948.0,1489177667.0,1551444625.0,1611948906.0,1669238194.0
Bolivia,Implicit Fossil Fuel Subsidies - Natural Gas,USD at constant 2021 prices,388040187.7,454889454.7,477611854.7,501246624.0,601250030.0,502859683.4,604230790.6,569350664.5,680172609.8,671506649.9,688663942.8,712597486.6,744649869.8,776402581.4,807869596.0,838914185.9
Bolivia,Implicit Fossil Fuel Subsidies - Petroleum,USD at constant 2021 prices,2525079716.0,2355772619.0,2957627417.0,3556032098.0,3809330880.0,2568529604.0,3858926557.0,4602908869.0,4597286311.0,4612092708.0,4733590483.0,4851982998.0,4995612315.0,5135003053.0,5278359112.0,5415079757.0
Bolivia,Implicit Fossil Fuel Subsidies - Road damage,USD at constant 2021 prices,53933947.32,49965922.59,62237180.76,75045675.13,79987696.1,71005442.79,82942748.61,87606735.82,91895500.56,94859656.76,97908656.59,101074140.8,104338181.0,107711587.6,111190465.5,114786162.5
Bolivia,Implicit Fossil Fuel Subsidies - Total,USD at constant 2021 prices,2915059549.0,2812667106.0,3438552054.0,4060120722.0,4413953831.0,3074041605.0,4466445125.0,5175274923.0,5281207426.0,5287613649.0,5426509018.0,5569031029.0,5744920406.0,5916266615.0,6091288967.0,6259247698.0
Bosnia and Herzegovina,Explicit Fossil Fuel Subsidies - Coal,USD at constant 2021 prices,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
